Total length (mm),0.1,0.3,0.5,0.8,0.9
155,23.6,25.3,27.3,29.8,32.1
165,28.9,31.0,33.6,36.6,39.5
175,35.1,37.7,40.7,44.4,47.8
185,42.1,45.2,48.9,53.3,57.4
195,50.1,53.7,58.1,63.3,68.2
205,59.0,63.3,68.5,74.6,80.4
215,69.1,74.0,80.1,87.2,94.0
225,80.2,86.0,92.9,101.2,109.1
235,92.5,99.1,107.2,116.7,125.8
245,106.1,113.7,122.9,133.7,144.2
255,121.0,129.7,140.2,152.5,164.4
265,137.3,147.1,159.0,172.9,186.6
275,155.1,166.1,179.6,195.3,210.6
285,174.4,186.8,201.9,219.5,236.8
295,195.4,209.2,226.1,245.8,265.2
305,218.0,233.4,252.2,274.1,295.8
315,242.4,259.5,280.4,304.7,328.8
325,268.6,287.6,310.7,337.6,364.3
335,296.8,317.7,343.2,372.8,402.4
345,326.9,349.9,378.0,410.5,443.1
355,359.1,384.3,415.2,450.8,486.6
365,393.4,421.0,454.8,493.8,533.1
375,430.0,460.1,497.0,539.5,582.5
385,468.8,501.7,541.8,588.1,635.0
395,510.1,545.7,589.4,639.6,690.7
405,553.8,592.4,639.8,694.2,749.7
415,600.0,641.8,693.1,752.0,812.1
425,648.9,694.0,749.5,813.0,878.0
435,700.4,749.1,808.9,877.4,947.6
445,754.7,807.2,871.6,945.2,1021.0
455,812.0,868.3,937.5,1016.6,1098.1
465,872.1,932.6,1006.9,1091.7,1179.3
475,935.3,1000.1,1079.7,1170.5,1264.5
485,1001.6,1070.9,1156.1,1253.2,1353.9
495,1071.1,1145.1,1236.2,1339.9,1447.6
505,1143.9,1222.9,1320.1,1430.6,1545.7
515,1220.1,1304.2,1407.8,1525.6,1648.4
525,1299.7,1389.3,1499.6,1624.8,1755.7
535,1382.9,1478.1,1595.4,1728.4,1867.8
545,1469.7,1570.8,1695.4,1836.5,1984.7
555,1560.2,1667.4,1799.6,1949.3,2106.6
565,1654.5,1768.2,1908.2,2066.7,2233.7
575,1752.8,1873.0,2021.4,2189.0,2366.0
585,1855.0,1982.1,2139.1,2316.3,2503.6
595,1961.3,2095.6,2261.4,2448.5,2646.7
605,2071.8,2213.5,2388.6,2586.0,2795.4
615,2186.5,2336.0,2520.6,2728.7,2949.8
625,2305.6,2463.1,2657.7,2876.8,3110.0
635,2429.1,2594.9,2799.8,3030.3,3276.1
645,2557.1,2731.5,2947.1,3189.5,3448.4
655,2689.8,2873.1,3099.8,3354.4,3626.8
665,2827.1,3019.7,3257.8,3525.2,3811.6
675,2969.3,3171.4,3421.4,3701.9,4002.8
685,3116.4,3328.3,3590.6,3884.6,4200.5
695,3268.5,3490.5,3765.5,4073.5,4405.0
705,3425.7,3658.2,3946.3,4268.8,4616.3
715,3588.0,3831.4,4133.0,4470.4,4834.5
725,3755.6,4010.2,4325.8,4678.5,5059.8
735,3928.6,4194.8,4524.7,4893.3,5292.2
745,4107.1,4385.1,4730.0,5114.9,5532.0
